Id,genome_size,contigs,n50,ST,Insertion,ompK36,ompK35,Source,Source_edited,Source_summarised,Host,Country,Year,resistance_genes,plasmids,Organism,Strain
GCF_000406765,5547643,5,5308211,258,,1,0,,,,,,,"aac(6')Ib-cr,aac(6')Ib-cr,aac(6')-Ib,aac(6')-Ib,fosA,oqxB,oqxA,aac(6')Ib-cr,aac(6')Ib-cr,aac(6')Ib-cr,aac(6')Ib-cr,blaKPC-2,blaSHV-11,blaSHV-12,blaSHV-12","IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae 500_1420,500_1420
GCF_000406825,5531658,175,85430,258,,1,0,,,,Homo sapiens,USA,,"aadA1,aph(4)-Ia,fosA,sul3,oqxB,oqxA,blaKPC-3,blaSHV-11,blaOXA-9,cmlA1","IncI2,IncR,ColRNAI,IncFII(Y)",Klebsiella pneumoniae VAKPC254,VAKPC254
GCF_000406845,5354224,155,86762,258,GD,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaKPC-2,blaSHV-12","IncR,ColRNAI,IncX3,IncFII(K)",Klebsiella pneumoniae VAKPC269,VAKPC269
GCF_000406865,5558834,213,89801,258,,1,0,,,,Homo sapiens,USA,,"aph(4)-Ia,aadA2,fosA,mph(A),sul3,sul1,dfrA12,oqxB,oqxA,blaSHV-12,blaKPC-3,cmlA1","IncI2,IncR,IncFII(K),ColRNAI,IncFII(Y),IncX3,IncFIB(K)",Klebsiella pneumoniae 540_1460,540_1460
GCF_000406885,5398867,139,100339,258,,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,fosA,oqxA,oqxB,aac(6')Ib-cr,blaSHV-12,blaKPC-2","IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae 646_1568,646_1568
GCF_000408965,5502006,187,95429,258,GD,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaOXA-9,blaSHV-12,blaKPC-2","IncFII(K),IncR,IncFIB(pQil),IncX3,ColRNAI",Klebsiella pneumoniae UHKPC05,UHKPC05
GCF_000408985,5424339,154,97690,258,GD,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaSHV-12","IncX3,IncR,IncFII(K),ColRNAI",Klebsiella pneumoniae UHKPC 52,UHKPC 52
GCF_000409005,5620790,210,95425,258,,0,0,,,,Homo sapiens,USA,,"aph(4)-Ia,aadA2,aadA1,fosA,mph(A),sul3,sul1,dfrA12,oqxA,oqxB,blaKPC-3,blaSHV-12,blaOXA-9,cmlA1","IncI2,IncR,IncFII(K),ColRNAI,IncFII(Y),IncFIB(K)",Klebsiella pneumoniae UHKPC45,UHKPC45
GCF_000409025,5355272,151,98004,258,GD,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaSHV-12,blaKPC-2","IncR,ColRNAI,IncX3,IncFII(K)",Klebsiella pneumoniae VAKPC278,VAKPC278
GCF_000409045,5421295,176,99234,258,GD,1,0,,,,Homo sapiens,USA,,"aacA4,fosA,oqxA,oqxB,aac(6')Ib-cr,blaOXA-9,blaSHV-12,blaKPC-2","IncI2,IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae UHKPC29,UHKPC29
GCF_000409065,5555255,167,99235,258,TD,1,0,,,,Homo sapiens,USA,,"aadA2,fosA,mph(A),sul1,dfrA12,oqxA,oqxB,blaKPC-3,blaSHV-12,blaOXA-9","IncI2,IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae DMC0526,DMC0526
GCF_000409085,5620362,194,99169,258,,1,0,,,,Homo sapiens,USA,,"aph(3')-Ia,aadA1,aph(4)-Ia,aadA2,fosA,mph(A),sul3,sul1,dfrA12,oqxA,oqxB,blaSHV-12,blaOXA-9,blaKPC-3,cmlA1","IncI2,IncR,IncFII(K),ColRNAI,IncFII(Y),IncFIB(K)",Klebsiella pneumoniae UHKPC48,UHKPC48
GCF_000409105,5621477,202,98006,258,,1,0,,,,Homo sapiens,USA,,"aph(4)-Ia,aadA1,aadA2,fosA,mph(A),sul3,sul1,dfrA12,oqxA,oqxB,blaKPC-3,blaSHV-12,blaOXA-9,cmlA1","IncI2,IncR,IncFII(K),ColRNAI,IncFII(Y),IncFIB(K)",Klebsiella pneumoniae UHKPC32,UHKPC32
GCF_000409125,5671251,246,69489,15,,0,1,,,,Homo sapiens,USA,,"aac(3)-IIa,strA,aac(6')Ib-cr,strB,fosA,sul2,dfrA14,oqxB,oqxA,aac(6')Ib-cr,tet(A),blaCTX-M-15,blaKPC-2,blaOXA-9,blaSHV-28,blaOXA-1,catB3","IncR,FIA(pBK30683),IncFII,IncFIB(K),ColpVC,IncN",Klebsiella pneumoniae UHKPC57,UHKPC57
GCF_000409715,5292468,87,203308,1271,,1,1,,,,,China,,"fosA,blaSHV-83","IncFIB(K),IncFII(K)",Klebsiella pneumoniae ATCC 25955,ATCC 25955
GCF_000409735,5292693,107,153688,1271,,1,1,soil sample from China,soil,environment,,China,,"fosA,blaSHV-83","IncFIB(K),IncFII(K)",Klebsiella pneumoniae G5-2,G5-2
GCF_000412575,5524870,1858,5068,-,,1,1,,,,,,,"fosA,oqxB","IncFIA(HI1),IncFII,IncFIB(K)",Klebsiella pneumoniae subsp. pneumoniae B5055,B5055
GCF_000417045,5667894,213,100349,258,,1,0,,,,Homo sapiens,USA,,"aph(4)-Ia,aadA1,aadA2,fosA,mph(A),sul3,sul1,dfrA12,oqxB,oqxA,blaKPC-3,blaSHV-12,blaOXA-9,cmlA1","IncI2,IncR,IncFII(K),ColRNAI,IncFII(Y),IncFIB(K)",Klebsiella pneumoniae UHKPC59,UHKPC59
GCF_000417065,5397800,138,95436,258,,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,fosA,aac(6')Ib-cr,oqxA,oqxB,blaOXA-9,blaSHV-12,blaKPC-2","IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae UHKPC61,UHKPC61
GCF_000417085,5663117,5,5329725,258,GD,1,0,,,,,,,"aac(6')-Ib,aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,aac(6')Ib-cr,blaSHV-11,blaSHV-12,blaKPC-2,blaOXA-9,blaTEM-1A,catA1","IncFII(K),IncR,IncFIB(pQil),IncX3,ColRNAI",Klebsiella pneumoniae UHKPC33,UHKPC33
GCF_000417105,5398963,137,96146,258,GD,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,fosA,oqxA,oqxB,aac(6')Ib-cr,blaOXA-9,blaSHV-5,blaKPC-2","IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae UHKPC28,UHKPC28
GCF_000417125,5498288,195,97796,258,,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaKPC-2,blaOXA-9,blaSHV-12,catA1","IncR,ColRNAI,IncFIB(pQil),IncFII(K),IncX3",Klebsiella pneumoniae UHKPC47,UHKPC47
GCF_000417145,5681241,233,104468,258,,1,0,,,,Homo sapiens,USA,,"aph(4)-Ia,aadA1,aadA2,fosA,mph(A),sul3,sul1,dfrA12,oqxA,oqxB,blaKPC-3,blaSHV-12,blaOXA-9,cmlA1","IncI2,IncR,IncFII(K),ColRNAI,IncFII(Y),IncX3,IncFIB(K)",Klebsiella pneumoniae UHKPC02,UHKPC02
GCF_000417165,5390751,136,112903,258,GD,1,0,,,,Homo sapiens,USA,,,"IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae UHKPC31,UHKPC31
GCF_000417185,5407973,141,97588,258,GD,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,fosA,aac(6')Ib-cr,oqxA,oqxB,blaOXA-9,blaSHV-12,blaKPC-2","IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae UHKPC06,UHKPC06
GCF_000417205,5450966,168,95435,258,GD,1,0,,,,Homo sapiens,USA,,"aph(4)-Ia,aadA2,aadA1,fosA,sul3,oqxB,oqxA,blaOXA-9,blaSHV-12,blaKPC-9","IncI2,IncR,ColRNAI",Klebsiella pneumoniae DMC1316,DMC1316
GCF_000417225,5710688,4,5393855,258,,1,0,,,,,,,"aadA2,aph(3')-Ia,aac(6')-Ib,aac(6')-Ib,aadA1,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaSHV-11,blaSHV-12,blaKPC-3,blaOXA-9,blaTEM-1A","IncI2,IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae DMC1097,DMC1097
GCF_000417245,5617463,194,99231,258,,1,0,,,,Homo sapiens,USA,,"aph(4)-Ia,fosA,mph(A),sul3,sul1,dfrA12,oqxB,oqxA,blaKPC-3,blaSHV-12,blaOXA-9,cmlA1","IncI2,IncR,IncFII(K),ColRNAI,IncFII(Y),IncFIB(K)",Klebsiella pneumoniae UHKPC18,UHKPC18
GCF_000417265,5523776,4,5322270,258,GD,1,0,,,,,,,"aac(6')-Ib,aac(6')-Ib,fosA,oqxB,oqxA,aac(6')Ib-cr,aac(6')Ib-cr,blaKPC-2,blaOXA-9,blaTEM-1A,blaSHV-11,blaSHV-12","IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae UHKPC07,UHKPC07
GCF_000417305,5606925,194,95790,258,,1,0,,,,Homo sapiens,USA,,"aph(4)-Ia,aadA2,fosA,mph(A),sul3,sul1,dfrA12,oqxB,oqxA,blaKPC-3,blaSHV-12,blaOXA-9","IncI2,IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae UHKPC69,UHKPC69
GCF_000417325,5622301,194,104468,258,,1,0,,,,Homo sapiens,USA,,"aph(4)-Ia,aadA2,fosA,mph(A),sul3,sul1,dfrA12,oqxA,oqxB,blaSHV-12,blaKPC-3,blaOXA-9,cmlA1","IncI2,IncR,IncFII(K),ColRNAI,IncFII(Y),IncFIB(K)",Klebsiella pneumoniae UHKPC77,UHKPC77
GCF_000417345,5610303,188,105805,258,,1,0,,,,Homo sapiens,USA,,"aph(4)-Ia,aadA2,aadA1,fosA,mph(A),sul3,sul1,dfrA12,oqxA,oqxB,blaSHV-12,blaKPC-3,blaOXA-9,cmlA1","IncI2,IncR,IncFIB(K),IncFII(K),IncFII(Y)",Klebsiella pneumoniae UHKPC96,UHKPC96
GCF_000417365,5390028,144,98001,258,,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,fosA,oqxA,oqxB,aac(6')Ib-cr,blaKPC-2,blaSHV-12","IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae 160_1080,160_1080
GCF_000417385,5542623,232,89329,258,GD,1,0,,,,Homo sapiens,USA,,"aadA2,aacA4,fosA,mph(A),sul1,dfrA12,oqxA,oqxB,aac(6')Ib-cr,blaOXA-9,blaSHV-12,blaKPC-2","IncX3,IncR,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae 120_1020,120_1020
GCF_000417405,5498752,206,96146,258,GD,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaKPC-2,blaOXA-9","IncFII(K),IncR,IncFIB(pQil),IncX3,ColRNAI",Klebsiella pneumoniae 140_1040,140_1040
GCF_000417425,5406392,153,90406,258,GD,1,0,,,,Homo sapiens,USA,,"aacA4,fosA,oqxB,oqxA,aac(6')Ib-cr,blaOXA-9,blaTEM-79,blaSHV-11,blaKPC-2","IncFIB(pQil),IncFII(K),IncN,ColRNAI",Klebsiella pneumoniae 280_1220,280_1220
GCF_000417445,5541667,151,97796,258,,1,0,,,,Homo sapiens,USA,,"aph(4)-Ia,aadA2,fosA,sul3,oqxA,oqxB,blaKPC-3,blaOXA-9,blaSHV-12,cmlA1","IncI2,IncN3,IncR,IncFII(Y),ColRNAI",Klebsiella pneumoniae UHKPC67,UHKPC67
GCF_000417465,5515994,174,83960,15,,1,1,,,,Homo sapiens,USA,,"strA,aac(3)-IIa,strB,fosA,sul2,dfrA14,oqxA,oqxB,tet(A),blaSHV-28,blaCTX-M-15,blaOXA-1,catB3","IncR,IncFIB(K),ColpVC",Klebsiella pneumoniae UHKPC179,UHKPC179
GCF_000417485,5431615,120,104940,45,,1,1,,,,Homo sapiens,USA,,"aadB,fosA,oqxB,oqxA,QnrS1,blaOXA-2,blaTEM-1B,blaKPC-2,blaSHV-30","IncL/M(pMU407),IncFII,IncR,repA",Klebsiella pneumoniae DMC0799,DMC0799
GCF_000417545,5616818,186,104468,258,,1,0,,,,Homo sapiens,USA,,"aph(3')-Ia,aph(4)-Ia,aadA2,aadA1,fosA,mph(A),sul3,sul1,dfrA12,oqxB,oqxA,blaKPC-3,blaSHV-12,blaOXA-9,cmlA1","IncI2,IncR,IncFII(K),ColRNAI,IncFII(Y),IncFIB(K)",Klebsiella pneumoniae UHKPC17,UHKPC17
GCF_000439165,5661622,186,156843,258,,1,0,sputum,sputum,sputum,Homo sapiens,South Korea,2011,"aph(3')-Ia,aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxA,oqxB,aac(6')Ib-cr,blaOXA-9,blaTEM-1A,blaSHV-11,blaKPC-2,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae subsp. pneumoniae MP14,MP14
GCF_000439185,5756360,200,70034,258,,1,0,sputum,sputum,sputum,Homo sapiens,USA,2002,"aph(3')-Ia,aac(6')-Ib,aph(4)-Ia,aadA2,aadA24,aac(3)-IVa,aadB,fosA,mph(A),sul3,sul1,dfrA12,dfrA18,oqxA,aac(6')Ib-cr,oqxB,blaOXA-9,blaTEM-1A,blaCARB-2,blaLEN12,blaFOX-5,blaKPC-2,cmlA1,catA1,catB3","IncR,IncFII(K),ColRNAI,IncA/C2,IncX3,IncFIB(K)",Klebsiella pneumoniae subsp. pneumoniae,UKKV901664
GCF_000441835,5801744,7,5340447,48,,1,1,,,,Homo sapiens,China,,"aadB,aph(3')-Ic,aadA2,aadA2,aadA1,fosA,sul1,sul1,oqxB,oqxA,tet(B),blaTEM-1B,blaSHV-11,blaTEM-1B,catA1,cmlA1","IncFIB(K),IncFII,IncA/C2,ColRNAI",Klebsiella pneumoniae LCT-KP182,LCT-KP182
GCF_000441855,6068157,10,5599223,48,,1,1,,,,Homo sapiens,China,,"aadB,aadA2,aadA2,aadA1,fosA,sul1,sul1,oqxB,oqxA,tet(B),blaTEM-1B,blaLEN12,blaTEM-1B,catA1,cmlA1","IncFIB(K),IncFII,IncA/C2,ColRNAI",Klebsiella pneumoniae LCT-KP289,LCT-KP289
GCF_000444855,5121641,107,98528,1377,,1,1,nitro-aromatics containing industrial,environment,environment,,India,2010,"fosA,ere(A),oqxA,oqxB,blaSHV-12",,Klebsiella pneumoniae EGD-HP19-C,EGD-HP19-C
GCF_000445405,5603174,3,5273813,11,,1,1,72-year-old male with cerebral,,,Homo sapiens,,2010,"rmtB,aph(3')-Ia,aadA2,fosA,mph(A),sul1,sul1,dfrA12,oqxB,oqxA,tet(G),tet(A),blaKPC-2,blaCTX-M-24,blaTEM-1B,blaVEB-3,blaSHV-11,catA1","IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae JM45,
GCF_000465975,5375667,2,5180925,29,,1,1,environment,environment,environment,,Australia,,"fosA,oqxA,oqxB,blaSHV-83","IncFIB(K),IncFII(K)",Klebsiella pneumoniae KP-1,KP-1
GCF_000474015,5166857,1,5166857,86,,1,1,liver abscess,liver abscess,other,Homo sapiens,,,"fosA,oqxA,oqxB,blaSHV-1",,Klebsiella pneumoniae CG43,CG43
GCF_000474635,5650292,52,314609,15,,1,1,rectal swab,rectal swab,stool,Homo sapiens,Taiwan,2010,"ARR-3,ARR-3,aph(3')-Ia,aac(6')-Ib,rmtf,aacA4,aac(3)-IId,aadA1,strA,strB,aadA1,aacA4,fosA,mph(A),sul2,dfrA14,QnrB1,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,oqxB,aac(6')Ib-cr,blaSHV-12,blaTEM-1A,blaNDM-1,blaOXA-9,blaSHV-12","IncFIB(K),FIA(pBK30683),IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae 303K,303K
GCF_000474865,5738068,6,5403737,258,,1,0,URINE,urine,urine,,,,"aadA2,aac(6')-Ib,aadA2,aph(4)-Ia,aac(3)-IVa,aadA1,aadA2,fosA,mph(A),sul1,sul3,sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaSHV-11,blaSHV-12,blaKPC-2,catA1,cmlA1","IncX3,IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae BIDMC 18C,BIDMC 18C
GCF_000474885,5794564,5,5412842,258,,1,0,endotrachael,endotracheal aspirate,other,,,,"aac(6')Ib-cr,strA,strB,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,blaSHV-11,blaTEM-1A,blaKPC-3","IncFIA(HI1),FII(pBK30683),IncFIB(K),IncFII(Y),ColRNAI",Klebsiella pneumoniae BIDMC 12C,BIDMC 12C
GCF_000474905,5751366,6,5302855,258,,1,0,BLOOD CULTURE,blood,blood,,,,"aadA2,aac(3)-IVa,aph(4)-Ia,aph(3')-Ia,aac(6')-Ib,aadA1,aac(6')-Ib,aadA2,aac(6')-Ib,aac(6')-Ib,aac(6')-Ib,fosA,mph(A),sul1,sul3,dfrA12,aac(6')Ib-cr,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,oqxB,aac(6')Ib-cr,blaSHV-11,blaKPC-3,blaKPC-3,blaTEM-1A,blaSHV-12,cmlA1,catA1","IncI2,IncR,IncFII(K),ColRNAI,IncFII(Y),IncFIB(K)",Klebsiella pneumoniae BIDMC 16,BIDMC 16
GCF_000485755,5637545,209,58969,405,,1,1,,,,Homo sapiens,,,"strA,strB,aac(3)-IIa,aac(6')Ib-cr,fosA,sul2,dfrA14,oqxA,oqxB,aac(6')Ib-cr,QnrB66,blaTEM-1B,blaSHV-76,blaOXA-1,catB3","IncFIB(K),IncFII(K)",Klebsiella pneumoniae 909957,909957
GCF_000492195,5702446,10,3867240,37,,1,0,,,,,,,"aadA2,aadB,fosA,sul1,dfrA18,oqxB,oqxA,blaSHV-12,blaTEM-1A,catB3","IncFIB(K),IncFIB(pKPHS1),IncFIB(pQil),IncFII(K),IncN",Klebsiella pneumoniae BIDMC 41,BIDMC 41
GCF_000492215,5554601,12,1482634,34,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-26","IncR,IncFIB(K)",Klebsiella pneumoniae BIDMC 40,BIDMC 40
GCF_000492295,5208603,2,5091944,661,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-27",,Klebsiella pneumoniae BIDMC 36,BIDMC 36
GCF_000492315,5440026,5,4027657,186,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-1","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae BIDMC 25,BIDMC 25
GCF_000492335,5381634,6,4884231,1430,,1,1,,,,,,,"oqxA,oqxB,blaSHV-26","IncFII(pKPX1),IncR",Klebsiella pneumoniae BIDMC 24,BIDMC 24
GCF_000492355,5490411,8,4449928,111,,1,1,,,,,,,"aadA1,fosA,sul1,dfrA1,oqxA,oqxB,blaSHV-11","IncR,IncFIB(K),ColRNAI",Klebsiella pneumoniae BIDMC 23,BIDMC 23
GCF_000492375,5445034,7,4583650,1189,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-11",IncFIB(K),Klebsiella pneumoniae BIDMC 22,BIDMC 22
GCF_000492395,5481480,11,4134145,37,,1,0,,,,,,,"fosA,oqxB,oqxA,blaSHV-11","IncFIB(pKPHS1),IncN",Klebsiella pneumoniae BIDMC 21,BIDMC 21
GCF_000492415,5539132,10,5263297,1437,,1,1,,,,,,,"aac(6')-Ib,strB,strA,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,blaOKP-A-3,catA2","IncR,FIA(pBK30683),IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae UCICRE 14,UCICRE 14
GCF_000492475,5380268,1,5380268,596,,1,1,,,,,,,"fosA,oqxA,oqxB,blaLEN16",,Klebsiella pneumoniae UCICRE 10,UCICRE 10
GCF_000492515,5385809,10,3046627,1198,,1,1,,,,,,,"fosA,sul1,dfrA1,oqxA,oqxB,tet(A),blaSHV-11,floR",IncR,Klebsiella pneumoniae UCICRE 8,UCICRE 8
GCF_000492535,5494872,6,4547939,17,,1,1,,,,,,,"fosA,oqxB,oqxA,blaSHV-11","IncL/M(pMU407),IncR,ColRNAI",Klebsiella pneumoniae UCICRE 7,UCICRE 7
GCF_000492555,5476412,3,4708029,86,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-1","IncFIB(K),IncHI1B",Klebsiella pneumoniae UCICRE 6,UCICRE 6
GCF_000492595,5548439,3,4821690,14,,1,1,,,,,,,"aadA1,fosA,sul1,dfrA1,oqxA,oqxB,tet(D)",IncFIB(K),Klebsiella pneumoniae UCICRE 4,UCICRE 4
GCF_000492635,5346109,7,4671933,37,,1,1,,,,,,,"fosA,oqxB,oqxA,blaSHV-11","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae UCICRE 2,UCICRE 2
GCF_000492695,5533585,8,4584299,1431,,1,1,Blood,blood,blood,,,,"fosA,oqxA,oqxB,blaSHV-1",IncFIB(K),Klebsiella pneumoniae BWH 30,BWH 30
GCF_000492735,5557105,6,4689648,133,,1,1,Sputum,sputum,sputum,,,,"fosA,oqxB,oqxA,blaSHV-75","IncFII(pCRY),IncFII,IncFIB(K),ColRNAI",Klebsiella pneumoniae BWH 28,BWH 28
GCF_000492755,5456417,6,3296553,1436,,1,1,Urine,urine,urine,,,,"fosA,oqxA,oqxB,blaSHV-80","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae MGH 48,MGH 48
GCF_000492775,5675312,10,3334201,14,,1,1,Urine,urine,urine,,,,"aadA1,fosA,sul1,dfrA1,oqxA,oqxB,blaSHV-1","IncFIA(HI1),IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae MGH 46,MGH 46
GCF_000492795,5241816,2,5142035,1435,,1,1,Respiratory,respiratory secretion,sputum,,,,"fosA,oqxA,oqxB,blaOKP-B-7","IncFIB(K),IncFII(K)",Klebsiella pneumoniae MGH 44,MGH 44
GCF_000492835,5379986,3,3494260,1434,,1,1,Urine,urine,urine,,,,"fosA,oqxA,oqxB,blaLEN24",,Klebsiella pneumoniae MGH 40,MGH 40
GCF_000492875,5564061,6,4619818,466,,1,1,Urine,urine,urine,,,,"fosA,oqxA,oqxB,blaSHV-33","IncFIB(K),ColRNAI",Klebsiella pneumoniae MGH 36,MGH 36
GCF_000492915,5611275,4,4662197,111,,1,1,Urine,urine,urine,,,,"fosA,oqxB,oqxA,blaSHV-11","IncFII,IncFIB(K)",Klebsiella pneumoniae MGH 32,MGH 32
GCF_000492935,5543494,8,4574199,37,,1,1,Urine,urine,urine,,,,"fosA,oqxB,oqxA,blaSHV-11","IncFIA(HI1),IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae MGH 30,MGH 30
GCF_000493075,5542584,8,5163796,111,,1,1,Urine,urine,urine,,,,"fosA,oqxA,oqxB,blaSHV-11","IncFIB(K),IncFII(K)",Klebsiella pneumoniae MGH 21,MGH 21
GCF_000493095,5667878,6,4726856,1433,,1,1,Respiratory,respiratory secretion,sputum,,,,"fosA,oqxA,oqxB,blaLEN2","IncFIA(HI1),IncFII(Yp)",Klebsiella pneumoniae MGH 20,MGH 20
GCF_000493115,5245972,2,5010050,1432,,1,1,Urine,urine,urine,,,,"fosA,oqxA,oqxB,blaSHV-1",,Klebsiella pneumoniae MGH 19,MGH 19
GCF_000493135,5372895,5,4668785,20,,1,1,Respiratory,respiratory secretion,sputum,,,,"fosA,oqxB,oqxA,blaSHV-1","IncFIB(K),ColRNAI",Klebsiella pneumoniae MGH 18,MGH 18
GCF_000493155,5524731,11,3061717,134,,1,1,Urine,urine,urine,,,,"fosA,oqxA,oqxB,blaSHV-60","IncFIB(pKPHS1),ColRNAI",Klebsiella pneumoniae MGH 17,MGH 17
GCF_000495875,5876346,157,105217,258,,1,0,blood,blood,blood,Homo sapiens,Italy,2010,"aph(3')-Ia,aadA2,aac(6')-Ib,fosA,mph(A),sul1,sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaOXA-9,blaTEM-124,blaSHV-11,blaKPC-3,catA1","IncFIB(K),IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae subsp. pneumoniae KKBO-1,KKBO-1
GCF_000495895,5833422,140,110319,258,,1,0,blood,blood,blood,Homo sapiens,Italy,2011,"aadA2,aac(6')-Ib,aph(3')-Ia,fosA,mph(A),sul1,sul1,sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaKPC-3,blaTEM-1A,blaOXA-9,blaSHV-11,catA1","IncFIB(K),IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae subsp. pneumoniae KKBO-4,KKBO-4
GCF_000498775,5627144,85,480052,336,,1,1,Genitourinary,genitourinary,other,,Lebanon,2013,"aac(6')Ib-cr,strA,strB,aph(3')-Ia,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,QnrB1,blaOXA-1,blaSHV-11,blaCTX-M-15,blaTEM-1B,catB3","IncFII(K),ColRNAI,Col(BS512),Col(MG828),Col156,Col8282,IncQ1,IncFIB(K)",Klebsiella pneumoniae LAU-KP1,LAU-KP1
GCF_000499865,5376460,84,165515,37,,0,1,blood culture from a patient in a burn,blood,blood,Homo sapiens,Spain,2008,"ARR-3,aph(4)-Ia,aac(6')Ib-cr,aph(3')-Ia,strA,strB,aadA2,aac(3)-IVa,fosA,mph(A),sul1,sul2,dfrA12,aac(6')Ib-cr,oqxA,oqxB,QnrB4,tet(A),blaDHA-1,blaSHV-11,blaOXA-1,catB3,catA1,floR","Col(MGD2),IncR,IncFIB(K),ColRNAI",Klebsiella pneumoniae subsp. pneumoniae KpQ15,KpQ15
GCF_000499885,5392397,148,79286,37,,0,1,blood culture from a patient in a burn,blood,blood,Homo sapiens,Spain,2008,"ARR-3,strA,aac(3)-IVa,strB,aac(6')Ib-cr,aph(3')-Ia,aph(4)-Ia,aadA2,fosA,mph(A),sul1,sul2,dfrA12,aac(6')Ib-cr,oqxB,oqxA,QnrB4,tet(A),blaDHA-1,blaSHV-11,blaOXA-1,floR,catA1,catB3","Col(MGD2),IncR,IncFIB(K),ColRNAI",Klebsiella pneumoniae subsp. pneumoniae KpQ24,KpQ24
GCF_000512165,5739888,7,5307003,442,GD,1,1,blood,blood,blood,Homo sapiens,Brazil,2009,"aadA2,rmtG,aadA1,aac(6')-Ib,fosA,sul1,sul1,sul2,dfrA15,oqxB,oqxA,aac(6')Ib-cr,blaCTX-M-2,blaTEM-1A,blaOXA-9,blaSHV-12,blaSHV-110,blaKPC-2,cmlA1","IncU,IncFIB(Mar),ColRNAI,IncA/C2,IncX3,IncHI1B",Klebsiella pneumoniae subsp. pneumoniae Kp13,Kp13
